elapsed_s,t_rel_s,err_n_m,err_e_m,err_u_m,yaw_error_ned_wrapped_deg,yaw_error_ned_unwrapped_deg,reference_yaw_increment_ned_deg,reference_path_m
180.0,3366.0,28.63147037108322,38.039800330420334,0.6785558775546225,-157.14518451219135,922.8548154878088,-268.5469160775359,163.99507101177807
181.0,3367.0,29.14412748308431,37.923061420322995,0.6901022678905466,-153.10622228250128,926.8937777174988,-268.47168819770104,164.00056267314605
182.0,3368.0,29.476513175243195,37.84849697413159,0.7006210696811654,-149.20482695996884,930.7951730400313,-268.55923492476717,164.00624906606384
183.0,3369.0,29.671880627347512,37.80314193809011,0.7099030851333907,-145.4264499646594,934.5735500353406,-268.7518750227679,164.01568083728384
184.0,3370.0,29.7808934857085,37.7695893212193,0.7185468925707408,-141.6485989971236,938.3514010028765,-268.8635396003449,164.02276428360216
185.0,3371.0,29.85006317165388,37.75356876499383,0.7260697560064249,-138.34054592167502,941.659454078325,-268.4536123945524,164.0279575613364
186.0,3372.0,29.908486213617913,37.73194681546511,0.7319244939740743,-134.65235167828712,945.3476483217128,-268.74158657741737,164.03960412864183
187.0,3373.0,29.931085942108602,37.715213491204224,0.7377854837435975,-131.0759819265224,948.9240180734776,-268.81530426579104,164.0539280054249
188.0,3374.0,29.914024458748475,37.71431071979589,0.7413498954182347,-127.46789016964419,952.5321098303559,-268.66049621353625,164.06007619679667
189.0,3375.0,29.877860427287064,37.723121610412264,0.7439713478498147,-124.06411809718759,955.9358819028124,-268.6220475096857,164.069449261664
190.0,3376.0,29.843341185653944,37.729761647070006,0.7464743316806048,-120.41423943505856,959.5857605649414,-268.6806760897501,164.07367024599864
191.0,3377.0,29.841862722686898,37.730826525368045,0.7460514588861418,-116.9193157709978,963.0806842290023,-268.72304684784046,164.0822997568634
192.0,3378.0,29.90195800139904,37.71274053439927,0.7447872152561998,-113.3390680108086,966.6609319891913,-268.7166925887245,164.0945602729578
193.0,3379.0,29.963369024072634,37.700115822721045,0.7388606096232113,-109.81488340841184,970.1851165915882,-268.69826645933415,164.10569256903793
194.0,3380.0,29.861654635247724,37.71278813080045,0.7307802567840911,-106.32500159534175,973.6749984046583,-268.68194363292565,164.1140339633502
195.0,3381.0,29.4995641899361,37.786790885428246,0.7248104270116287,-103.13397908436491,976.8660209156351,-268.66998252107794,164.1187427448457
196.0,3382.0,29.00434995352786,37.89119114846561,0.7178576717542018,-100.04450746764462,979.9554925323554,-268.6647718526573,164.12167262074638
